,Age,Gender,Country,Degree,Job Title,Company Size,Team Size,ML Status in Company,Year,Min_Salary,Max_Salary
1659,40-44,Male,Italy,Master,Product/Project Manager,50-249 employees,3-4,Recently-started,2020,60000.0,69999.0
1660,50-54,Female,United States of America,Master,Data Analyst,"1000-9,999 employees",1-2,Never,2020,125000.0,149999.0
1661,30-34,Male,United States of America,Master,Machine Learning Engineer,50-249 employees,15-19,Exploring,2020,90000.0,99999.0
1662,40-44,Male,Netherlands,Doctoral,Data Scientist,"1000-9,999 employees",20+,Well-establised,2020,80000.0,89999.0
1663,35-39,Female,United States of America,Master,Data Engineer,"10,000 or more employees",5-9,Recently-started,2020,100000.0,124999.0
1664,25-29,Male,United States of America,Bachelor,Data Scientist,250-999 employees,1-2,Others,2020,80000.0,89999.0
1665,25-29,Male,United States of America,Master,Business Analyst,250-999 employees,5-9,Never,2020,60000.0,69999.0
1666,40-44,Male,South Korea,Doctoral,Data Analyst,250-999 employees,1-2,Never,2020,50000.0,59999.0
1667,45-49,Male,Russia,Professional degree,Business Analyst,0-49 employees,0,Never,2020,40000.0,49999.0
1668,25-29,Male,United States of America,Master,Data Engineer,"1000-9,999 employees",10-14,Never,2020,70000.0,79999.0
1669,25-29,Male,Italy,Master,Business Analyst,"10,000 or more employees",20+,Well-establised,2020,20001.0,30000.0
1670,25-29,Male,Portugal,Master,Data Engineer,"1000-9,999 employees",10-14,Recently-started,2020,50000.0,59999.0
1671,25-29,Male,India,Bachelor,Software Engineer,50-249 employees,0,Exploring,2020,10001.0,20000.0
1672,60-69,Male,United States of America,Bachelor,Product/Project Manager,0-49 employees,1-2,Well-establised,2020,70000.0,79999.0
1673,50-54,Male,United Kingdom of Great Britain and Northern Ireland,Master,Data Scientist,"10,000 or more employees",20+,Exploring,2020,60000.0,69999.0
1674,50-54,Male,Spain,Master,Product/Project Manager,"1000-9,999 employees",0,Never,2020,60000.0,69999.0
1675,35-39,Male,United States of America,Doctoral,Data Scientist,"10,000 or more employees",20+,Well-establised,2020,300000.0,500000.0
1676,50-54,Male,United Kingdom of Great Britain and Northern Ireland,Bachelor,Data Scientist,"10,000 or more employees",20+,Recently-started,2020,150000.0,199999.0
1677,30-34,Female,United Kingdom of Great Britain and Northern Ireland,Master,Data Analyst,250-999 employees,20+,Well-establised,2020,40000.0,49999.0
1678,55-59,Male,United States of America,Bachelor,Machine Learning Engineer,"1000-9,999 employees",20+,Well-establised,2020,200000.0,249999.0
1679,30-34,Male,China,Master,Software Engineer,"1000-9,999 employees",20+,Well-establised,2020,300000.0,500000.0
1680,25-29,Male,Russia,Master,Machine Learning Engineer,"10,000 or more employees",20+,Well-establised,2020,50000.0,59999.0
1681,40-44,Male,Peru,Doctoral,Data Scientist,"1000-9,999 employees",20+,Never,2020,20001.0,30000.0
1682,30-34,Male,South Korea,Master,Machine Learning Engineer,0-49 employees,1-2,Recently-started,2020,30000.0,39999.0
1683,25-29,Male,Saudi Arabia,Bachelor,Business Analyst,"10,000 or more employees",20+,Recently-started,2020,50000.0,59999.0
1684,60-69,Male,Spain,Doctoral,Research Scientist,0-49 employees,1-2,Exploring,2020,20001.0,30000.0
1685,30-34,Male,United States of America,Bachelor,Software Engineer,"10,000 or more employees",3-4,Recently-started,2020,100000.0,124999.0
1686,35-39,Male,Japan,Bachelor,Business Analyst,250-999 employees,0,Never,2020,70000.0,79999.0
1687,22-24,Male,Spain,Bachelor,Software Engineer,250-999 employees,20+,Well-establised,2020,20001.0,30000.0
1688,45-49,Male,Colombia,Bachelor,Business Analyst,250-999 employees,1-2,Exploring,2020,40000.0,49999.0
1689,40-44,Male,United States of America,Doctoral,Software Engineer,"10,000 or more employees",20+,Well-establised,2020,300000.0,500000.0
1690,55-59,Male,United States of America,Master,Data Engineer,"1000-9,999 employees",3-4,Exploring,2020,125000.0,149999.0
1691,50-54,Male,Romania,Master,Data Scientist,"10,000 or more employees",3-4,Others,2020,20001.0,30000.0
1692,25-29,Male,Nigeria,Bachelor,Business Analyst,"1000-9,999 employees",1-2,Never,2020,10001.0,20000.0
1693,35-39,Male,Ukraine,Bachelor,Software Engineer,"1000-9,999 employees",0,Never,2020,30000.0,39999.0
1694,45-49,Male,Taiwan,Master,Business Analyst,50-249 employees,1-2,Never,2020,20001.0,30000.0
1695,18-21,Female,India,Master,Software Engineer,"10,000 or more employees",20+,Recently-started,2020,10001.0,20000.0
1696,30-34,Male,Italy,Master,Business Analyst,50-249 employees,10-14,Well-establised,2020,40000.0,49999.0
1697,60-69,Male,India,Professional degree,Business Analyst,50-249 employees,5-9,Others,2020,10001.0,20000.0
1698,40-44,Male,India,Master,Business Analyst,50-249 employees,3-4,Well-establised,2020,70000.0,79999.0
1699,45-49,Male,United States of America,Bachelor,Data Scientist,"10,000 or more employees",20+,Well-establised,2020,200000.0,249999.0
1700,30-34,Male,China,Bachelor,Machine Learning Engineer,"1000-9,999 employees",20+,Well-establised,2020,100000.0,124999.0
1701,30-34,Male,Portugal,Master,Data Analyst,0-49 employees,5-9,Exploring,2020,20001.0,30000.0
1702,30-34,Male,United States of America,Master,Data Analyst,50-249 employees,10-14,Well-establised,2020,50000.0,59999.0
1703,30-34,Male,United Kingdom of Great Britain and Northern Ireland,Master,Data Engineer,"10,000 or more employees",20+,Exploring,2020,60000.0,69999.0
1704,30-34,Male,United States of America,Doctoral,Data Scientist,0-49 employees,1-2,Recently-started,2020,70000.0,79999.0
1705,40-44,Male,United Kingdom of Great Britain and Northern Ireland,Master,Business Analyst,0-49 employees,1-2,Recently-started,2020,30000.0,39999.0
1706,30-34,Male,France,Doctoral,Data Scientist,250-999 employees,3-4,Others,2020,90000.0,99999.0
1707,25-29,Male,India,Master,Business Analyst,"1000-9,999 employees",10-14,Well-establised,2020,10001.0,20000.0
1708,22-24,Male,"Iran, Islamic Republic of...",Master,Machine Learning Engineer,0-49 employees,1-2,Exploring,2020,10001.0,20000.0
1709,45-49,Male,United States of America,Doctoral,Data Scientist,"10,000 or more employees",20+,Recently-started,2020,200000.0,249999.0
1710,35-39,Male,Australia,Master,Data Scientist,"1000-9,999 employees",5-9,Well-establised,2020,125000.0,149999.0
1711,30-34,Male,Israel,Bachelor,Business Analyst,0-49 employees,0,Never,2020,90000.0,99999.0
1712,35-39,Male,Tunisia,Master,Product/Project Manager,0-49 employees,1-2,Others,2020,10001.0,20000.0
1713,25-29,Male,United States of America,Bachelor,Statistician,"1000-9,999 employees",1-2,Others,2020,60000.0,69999.0
1714,40-44,Male,United States of America,Master,Business Analyst,250-999 employees,1-2,Never,2020,60000.0,69999.0
1715,35-39,Male,Spain,Master,Research Scientist,"10,000 or more employees",20+,Exploring,2020,60000.0,69999.0
1716,25-29,Male,Germany,Master,Data Scientist,250-999 employees,20+,Recently-started,2020,60000.0,69999.0
1717,25-29,Male,United States of America,Bachelor,Business Analyst,"1000-9,999 employees",20+,Well-establised,2020,90000.0,99999.0
1718,25-29,Male,Peru,Master,Product/Project Manager,50-249 employees,3-4,Recently-started,2020,30000.0,39999.0
1719,35-39,Male,Turkey,Doctoral,Statistician,250-999 employees,10-14,Never,2020,10001.0,20000.0
1720,30-34,Male,Netherlands,Doctoral,Data Scientist,"1000-9,999 employees",5-9,Others,2020,40000.0,49999.0
1721,35-39,Male,India,Bachelor,Data Analyst,"10,000 or more employees",20+,Exploring,2020,50000.0,59999.0
1722,35-39,Male,Argentina,Bachelor,Data Scientist,50-249 employees,15-19,Never,2020,10001.0,20000.0
1723,45-49,Male,Canada,Doctoral,Research Scientist,"1000-9,999 employees",20+,Well-establised,2020,100000.0,124999.0
1724,25-29,Male,Brazil,Bachelor,Data Engineer,250-999 employees,10-14,Others,2020,10001.0,20000.0
1725,22-24,Male,Russia,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2020,20001.0,30000.0
1726,25-29,Female,United States of America,Master,Data Analyst,"10,000 or more employees",20+,Others,2020,90000.0,99999.0
1727,30-34,Male,United States of America,Master,Software Engineer,50-249 employees,15-19,Well-establised,2020,125000.0,149999.0
1728,35-39,Female,Taiwan,Master,Data Scientist,"1000-9,999 employees",5-9,Well-establised,2020,50000.0,59999.0
1729,30-34,Male,Ukraine,Professional degree,Data Analyst,"1000-9,999 employees",3-4,Others,2020,30000.0,39999.0
1730,25-29,Female,Russia,Doctoral,Data Scientist,"10,000 or more employees",20+,Well-establised,2020,30000.0,39999.0
1731,30-34,Female,India,Master,Product/Project Manager,"10,000 or more employees",3-4,Exploring,2020,20001.0,30000.0
1732,30-34,Female,United States of America,Doctoral,Data Scientist,250-999 employees,5-9,Well-establised,2020,125000.0,149999.0
1733,35-39,Male,India,Master,Product/Project Manager,"10,000 or more employees",20+,Recently-started,2020,40000.0,49999.0
1734,45-49,Female,United States of America,Bachelor,Software Engineer,0-49 employees,0,Never,2020,150000.0,199999.0
1735,30-34,Male,India,Master,Software Engineer,50-249 employees,0,Never,2020,100000.0,124999.0
1736,35-39,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral,Data Scientist,"1000-9,999 employees",5-9,Recently-started,2020,40000.0,49999.0
1737,40-44,Male,Singapore,Professional degree,Product/Project Manager,50-249 employees,10-14,Never,2020,100000.0,124999.0
1738,35-39,Female,Netherlands,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2020,60000.0,69999.0
1739,25-29,Male,United States of America,Master,Data Scientist,50-249 employees,3-4,Recently-started,2020,90000.0,99999.0
1740,40-44,Male,United States of America,Bachelor,Software Engineer,"10,000 or more employees",20+,Recently-started,2020,125000.0,149999.0
1741,30-34,Male,United States of America,Bachelor,Software Engineer,50-249 employees,0,Never,2020,100000.0,124999.0
1742,25-29,Male,India,Master,Machine Learning Engineer,0-49 employees,3-4,Recently-started,2020,20001.0,30000.0
1743,50-54,Male,Spain,Master,Research Scientist,"10,000 or more employees",1-2,Never,2020,30000.0,39999.0
1744,60-69,Male,Italy,Master,Statistician,"1000-9,999 employees",5-9,Others,2020,80000.0,89999.0
1745,35-39,Male,United States of America,Bachelor,Product/Project Manager,"1000-9,999 employees",20+,Well-establised,2020,125000.0,149999.0
1746,18-21,Female,India,Bachelor,Software Engineer,"10,000 or more employees",20+,Exploring,2020,10001.0,20000.0
1747,35-39,Male,Ukraine,Master,Business Analyst,"1000-9,999 employees",20+,Well-establised,2020,50000.0,59999.0
1748,30-34,Male,Japan,Doctoral,Research Scientist,"10,000 or more employees",20+,Well-establised,2020,40000.0,49999.0
1749,40-44,Male,Canada,Doctoral,Research Scientist,50-249 employees,5-9,Well-establised,2020,70000.0,79999.0
1750,22-24,Male,France,Master,Data Scientist,"10,000 or more employees",10-14,Well-establised,2020,40000.0,49999.0
1751,25-29,Female,India,Bachelor,Software Engineer,"10,000 or more employees",10-14,Exploring,2020,10001.0,20000.0
1752,30-34,Male,Japan,Master,Business Analyst,50-249 employees,5-9,Others,2020,60000.0,69999.0
1753,25-29,Male,Russia,Doctoral,Data Scientist,0-49 employees,1-2,Recently-started,2020,50000.0,59999.0
1754,45-49,Male,United States of America,Master,Product/Project Manager,"1000-9,999 employees",20+,Exploring,2020,150000.0,199999.0
1755,25-29,Male,United States of America,Master,Data Scientist,"1000-9,999 employees",20+,Others,2020,80000.0,89999.0
1756,30-34,Male,Brazil,Master,Data Analyst,0-49 employees,1-2,Exploring,2020,10001.0,20000.0
1757,18-21,Male,Viet Nam,Bachelor,Machine Learning Engineer,"1000-9,999 employees",1-2,Well-establised,2020,10001.0,20000.0
1758,35-39,Male,Germany,Master,Product/Project Manager,0-49 employees,1-2,Recently-started,2020,30000.0,39999.0
1759,35-39,Male,Brazil,Master,Data Scientist,250-999 employees,5-9,Exploring,2020,20001.0,30000.0
1760,25-29,Male,Spain,Master,Data Engineer,50-249 employees,5-9,Exploring,2020,50000.0,59999.0
1761,40-44,Male,United States of America,Master,Data Scientist,"10,000 or more employees",10-14,Recently-started,2020,200000.0,249999.0
1762,25-29,Male,India,Master,Data Scientist,0-49 employees,0,Exploring,2020,20001.0,30000.0
1763,25-29,Male,Republic of Korea,Bachelor,Business Analyst,"1000-9,999 employees",3-4,Never,2020,50000.0,59999.0
1764,25-29,Female,Greece,Professional degree,Research Scientist,0-49 employees,0,Never,2020,10001.0,20000.0
1765,25-29,Male,Egypt,Master,Machine Learning Engineer,50-249 employees,10-14,Well-establised,2020,40000.0,49999.0
1766,50-54,Male,United States of America,Doctoral,Software Engineer,250-999 employees,1-2,Exploring,2020,150000.0,199999.0
1767,35-39,Female,Brazil,Bachelor,Business Analyst,0-49 employees,0,Never,2020,10001.0,20000.0
1768,35-39,Male,South Korea,Master,Software Engineer,0-49 employees,0,Recently-started,2020,50000.0,59999.0
1769,25-29,Male,Switzerland,Master,Data Scientist,"10,000 or more employees",1-2,Never,2020,100000.0,124999.0
1770,30-34,Female,Taiwan,Master,Business Analyst,"10,000 or more employees",20+,Never,2020,30000.0,39999.0
1771,60-69,Male,Israel,Doctoral,Research Scientist,"10,000 or more employees",20+,Well-establised,2020,200000.0,249999.0
1772,25-29,Male,United States of America,Doctoral,Research Scientist,0-49 employees,5-9,Exploring,2020,20001.0,30000.0
1773,40-44,Male,Germany,Doctoral,Product/Project Manager,250-999 employees,1-2,Others,2020,100000.0,124999.0
1774,22-24,Male,India,Bachelor,Data Engineer,"1000-9,999 employees",20+,Recently-started,2020,10001.0,20000.0
1775,40-44,Female,United States of America,Master,Data Engineer,"1000-9,999 employees",20+,Exploring,2020,150000.0,199999.0
1776,35-39,Male,Mexico,Professional degree,Software Engineer,0-49 employees,1-2,Exploring,2020,10001.0,20000.0
1777,35-39,Male,Australia,Bachelor,Data Scientist,250-999 employees,3-4,Exploring,2020,60000.0,69999.0
1778,50-54,Male,Republic of Korea,Master,Product/Project Manager,"10,000 or more employees",20+,Well-establised,2020,80000.0,89999.0
1779,45-49,Male,India,Doctoral,Machine Learning Engineer,0-49 employees,1-2,Well-establised,2020,10001.0,20000.0
1780,35-39,Female,Germany,Doctoral,Research Scientist,0-49 employees,0,Exploring,2020,500000.0,
1781,35-39,Male,United States of America,Doctoral,Research Scientist,250-999 employees,20+,Others,2020,20001.0,30000.0
1782,25-29,Male,Portugal,Master,Machine Learning Engineer,250-999 employees,1-2,Recently-started,2020,40000.0,49999.0
1783,30-34,Female,Russia,Professional degree,Business Analyst,0-49 employees,3-4,Others,2020,20001.0,30000.0
1784,30-34,Male,Russia,Master,Machine Learning Engineer,0-49 employees,20+,Others,2020,100000.0,124999.0
1785,25-29,Male,United States of America,Master,Machine Learning Engineer,0-49 employees,10-14,Well-establised,2020,150000.0,199999.0
1786,30-34,Female,United States of America,Doctoral,Data Scientist,"10,000 or more employees",5-9,Well-establised,2020,100000.0,124999.0
1787,30-34,Male,Mexico,Master,Machine Learning Engineer,0-49 employees,10-14,Recently-started,2020,60000.0,69999.0
1788,30-34,Male,United States of America,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2020,125000.0,149999.0
1789,22-24,Male,United States of America,Master,Data Analyst,0-49 employees,1-2,Exploring,2020,90000.0,99999.0
1790,30-34,Male,China,Doctoral,Research Scientist,50-249 employees,5-9,Well-establised,2020,90000.0,99999.0
1791,60-69,Male,United Kingdom of Great Britain and Northern Ireland,Master,Product/Project Manager,0-49 employees,1-2,Well-establised,2020,150000.0,199999.0
1792,25-29,Male,Peru,Master,Data Analyst,0-49 employees,1-2,Others,2020,10001.0,20000.0
1793,60-69,Female,United States of America,Master,Software Engineer,0-49 employees,1-2,Exploring,2020,90000.0,99999.0
1794,50-54,Female,United States of America,Master,Data Analyst,250-999 employees,1-2,Exploring,2020,100000.0,124999.0
1795,35-39,Male,Russia,Doctoral,Data Scientist,"10,000 or more employees",20+,Well-establised,2020,20001.0,30000.0
1796,30-34,Male,China,Bachelor,Data Scientist,250-999 employees,5-9,Others,2020,40000.0,49999.0
1797,30-34,Male,Egypt,Bachelor,Software Engineer,50-249 employees,0,Exploring,2020,30000.0,39999.0
1798,25-29,Male,United States of America,Master,Business Analyst,"1000-9,999 employees",1-2,Others,2020,100000.0,124999.0
1799,25-29,Female,Netherlands,Master,Data Scientist,"10,000 or more employees",20+,Recently-started,2020,70000.0,79999.0
1800,60-69,Male,South Korea,Professional degree,Machine Learning Engineer,0-49 employees,3-4,Exploring,2020,100000.0,124999.0
1801,35-39,Male,United Kingdom of Great Britain and Northern Ireland,Master,Data Analyst,250-999 employees,20+,Exploring,2020,50000.0,59999.0
1802,25-29,Male,India,Bachelor,Data Scientist,"1000-9,999 employees",5-9,Recently-started,2020,10001.0,20000.0
1803,25-29,Female,United States of America,Master,Data Scientist,"1000-9,999 employees",3-4,Others,2020,100000.0,124999.0
1804,22-24,Male,United States of America,Bachelor,Data Analyst,"10,000 or more employees",20+,Well-establised,2020,60000.0,69999.0
1805,35-39,Male,United States of America,Doctoral,Research Scientist,"10,000 or more employees",5-9,Recently-started,2020,40000.0,49999.0
1806,45-49,Male,India,Master,Product/Project Manager,"1000-9,999 employees",5-9,Exploring,2020,100000.0,124999.0
1807,30-34,Male,India,Master,Data Scientist,"1000-9,999 employees",3-4,Recently-started,2020,30000.0,39999.0
